Key,Type,Desc,English,Chinese,ChineseTraditional,German,Portuguese,Russian,Italian,Spanish,Polish,Japanese,Korean,Vietnamese,French
HookEmenemyCardName,Text,,Hook,钩住,鉤住,,,,,,,釣る,,,
HydraEncounter1CardDescription,Text,,A huge snake body blocks your way in the tunnel.,巨大的蛇身阻塞了你在隧道中的通行。,巨大的蛇身阻塞了你在隧道中的通行。,,,,,,,巨大な蛇の体がトンネル内の通路を塞いだ。,,,
HydraEncounter1CardName,Text,,Snake Body,蛇身,蛇身,,,,,,,蛇の体,,,
HydraEncounter2CardDescription,Text,,"A hissing sound assaults your ears and fear shoots down your spine. In the darkness, you see a giant snake coiled in sleep.",嘶嘶作响的声音袭击了你的耳朵，恐惧刺入你的脊椎。 在黑暗中，你看到了一条盘绕在睡眠中的巨蛇。,嘶嘶作響的聲音襲擊了你的耳朵，恐懼刺入你的脊椎。 在黑暗中，你看到了一條盤繞在睡眠中的巨蛇。,,,,,,,シューシューという音が耳を襲い、あなたがぞっとした。暗闇の中で、とぐろを巻いた、眠っている巨大な蛇が見えた。,,,
HydraEncounter2CardName,Text,,Giant Snake,大蛇,大蛇,,,,,,,大蛇,,,
HydraEncounter3CardDescription,Text,,"A deep and powerful demonic voice emanated from Lavatsky's body, and her body was penetrated by a new one, eventually turning into the monster you saw.",一个低沉而有力的恶魔的声音从拉瓦茨基体内发出，她的躯体被新的身体穿透，最终变成了你眼前的这个怪物,一個低沉而有力的惡魔的聲音從拉瓦茨基體內發出，她的軀體被新的身體穿透，最終變成了你眼前的這個怪物,,,,,,,ラヴァツキーの体から、力強い悪魔の低い声が聞こえた。彼女の体は新しい体に貫かれ、ついに目の前のモンスターとなった,,,
HydraEncounter3CardName,Text,,Recalling Buddha,亿亦佛,億亦佛,,,,,,,記憶の仏,,,
HydraEncounter3MageCardDescription,Text,,"A deep and powerful demonic voice emanated from Lavatsky's body, and her body was penetrated by a new one, eventually turning into the monster you saw.",一个低沉而有力的恶魔的声音从拉瓦茨基体内发出，她的躯体被新的身体穿透，最终变成了你眼前的这个怪物,一個低沉而有力的惡魔的聲音從拉瓦茨基體內發出，她的軀體被新的身體穿透，最終變成了你眼前的這個怪物,,,,,,,ラヴァツキーの体から、力強い悪魔の低い声が聞こえた。彼女の体は新しい体に貫かれ、ついに目の前のモンスターとなった,,,
HydraEncounter3MageCardName,Text,,Recalling Buddha,亿亦佛,億亦佛,,,,,,,記憶の仏,,,
HydraHeadCardDescription,Text,,"When it moves, a new snake body is generated at its starting position.",移动时，在其起始位置生成一个新的蛇身,移動時，在其起始位置生成一個新的蛇身,,,,,,,移動時、その位置に新しい蛇の体を1つ生成する,,,
HydraHeadCardName,Text,,Snake Head,蛇头,蛇頭,,,,,,,蛇の頭,,,
IceBeastCardDescription,Text,,"At the start of the turn, pull up 1 {{Icicle}}",回合开始时，拔起1根相邻的{{Icicle}},回合開始時，拔起1根相鄰的{{Icicle}},,,,,,,ターン開始時、{{Icicle}}を1本抜く,,,
IceBeastCardName,Text,,Glacier Beast,冰晶兽,冰晶獸,,,,,,,氷晶獣,,,
CrystallizationCardDescription,Text,,"For each Water Affliction on the field, gain 1 {{Icicle}}",场上每有一个水附着，获得一个{{Icicle}},場上每有一個水附著，獲得一個{{Icicle}},,,,,,,フィールド上に水付着1個ごとに、{{Icicle}}を1個獲得する,,,
CrystallizationCardName,Text,,Crystallize,晶化,晶化,,,,,,,結晶化,,,
IceBeastEncounter2CardDescription,Text,,This mad element monster swung the icicle heavily and almost hit a villager.,这只发狂的元素魔物重重的挥舞着手中的冰锥，差点击中了一个村民,這只發狂的元素魔物重重的揮舞著手中的冰錐，差點擊中了一個村民,,,,,,,この狂気の元素魔物は氷柱を振り回し、危うく村人に当たるところだった,,,
IceBeastEncounter2CardName,Text,,Glacier Beast,冰晶兽,冰晶獸,,,,,,,氷晶獣,,,
IcicleCardDescription,Text,,Enter: Deal 3 damage to adjacent enemies.,进场：对相邻敌人造成2点伤害,進場：對相鄰敵人造成2點傷害,,,,,,,入場：隣接する敵に2ダメージを与える,,,
IcicleCardName,Text,,Icicle,冰锥,冰錐,,,,,,,氷柱,,,
IgniteKeywordDescription,Text,,"Take X damage at the start of turn. Burn Points +1 for each move, resetting at the end of the turn if you have not moved.",回合开始受到X点伤害。每次移动会使灼烧值+1。如果回合结束前未移动过，则清除灼烧,回合開始受到X點傷害。每次移動會使灼燒值+1。如果回合結束前未移動過，則清除灼燒,,,,,,,ターン開始時、Xダメージを受ける。移動するたびに燃焼値-1。ターン終了時までに一度も移動しなかった場合、燃焼が解除される,,,
IgniteKeywordName,Text,,Burn,灼烧,灼燒,,,,,,,燃焼,,,
ImmuneRootedEffectCardDescription,Text,,Immune to rooted,免疫定身,免疫定身,,,,,,,拘束無効化,,,
ImmuneRootedEffectCardName,Text,,Immune to rooted,免疫定身,免疫定身,,,,,,,拘束無効化,,,
ImplantThoughtCardDescription,Text,,Put a {{SelfHatred}} into your opponent's deck,将一张{{SelfHatred}}放入对手牌组,將一張{{SelfHatred}}放入對手牌組,,,,,,,相手のデッキに{{SelfHatred}}を1枚入れる,,,
ImplantThoughtCardName,Text,,Neurotoxin,神经毒素,神經毒素,,,,,,,神経毒,,,
InfectedChimoEncounter13CardDescription,Text,,"This adventure chimo seems to have same symptoms as the strange guys in Snowy Village lately, or rather... even more worse.",这个冒险者奇莫似乎和最近白雪村里的奇怪的家伙们有些相同的症状，确切的说...更严重,這個冒險者奇莫似乎和最近白雪村裡的奇怪的傢伙們有些相同的症狀，確切的說...更嚴重,,,,,,,この冒険者チモは、最近白雪村の変なやつらと同じ症状が出たようだ。正確に言えば……もっとひどいんだ,,,
InfectedChimoEncounter13CardName,Text,,Infected,感染体,感染體,,,,,,,感染体,,,
InfestKeywordDescription,Text,,Adds a deathrattle effect to the unit attacked by this card.,在被这张卡攻击的单位身上增加被摧毁：效果,在被這張卡攻擊的單位身上增加被摧毀：效果,,,,,,,このカードに攻撃されたユニットに破壊効果を付与する,,,
InfestKeywordName,Text,,Infect,侵染,侵染,,,,,,,浸食,,,
Information,Text,,Hint,提示,提示,,,,,,,ヒント,,,
Initial Mana,Text,,Initial Mana,初始法力值,初始法力值,,,,,,,初期マナ,,,
InstantThunderCardDescription,Text,,Swap the positions of your own and enemy heroes,与敌方英雄交换位置，如果他有雷附着，则改为对其造成3但伤害,與敵方英雄交換位置，如果他有雷附著，則改為對其造成3但傷害,,,,,,,敵ヒーローと位置交換する。相手が雷付着を持つ場合、代わりに3ダメージを与える,,,
InstantThunderCardName,Text,,Thunder Flash,瞬雷,瞬雷,,,,,,,瞬雷,,,
IntoThePotCardDescription,Text,,"Draw an enemy follower within range 2 to the Lady, shatter it, and summon a {{Gloop}} next to the Lady on the next turn.",将一个射程2范围内的敌方随从吸引到夫人那里，摧毁它，下一回合，在夫人旁边召唤一个{{Gloop}},將一個射程2範圍內的敵方隨從吸引到夫人那裡，摧毀它，下一回合，在夫人旁邊召喚一個{{Gloop}},,,,,,,射程2範囲内の敵従者を夫人のところに引き寄せて破壊する。次のターン、夫人の隣に{{Gloop}}を1個召喚する,,,
IntoThePotCardName,Text,,Lady's Pet Bell,夫人的宠物铃铛,夫人的寵物鈴鐺,,,,,,,マダムのペットベル,,,
IntroPopupText1,Text,,"Red eyes, missing relatives, crazy friends, and monsters covered with plants. For a while, everyone in the Knight's Castle was talking about these weird and terrifying things...

As the patrol captain of the Knight's Castle and a brave warrior who once participated in the Exile War, you cannot lose more. No matter who the enemy is, you will do your best to protect your home. Go to the source of the news: the logging camp in the east to investigate!","红色的眼睛，失踪的亲人，发疯的朋友，还有长满植物的怪物。一时间，骑士城堡里的每个人都在谈论这些诡异可怕的事情……

作为骑士城堡的巡逻队长，也作为曾参与过流放战争的英勇战士，你已经不能失去更多，无论敌人是谁，你都会尽力守护你的家园。前往消息的源头：东边的伐木场展开调查吧！","紅色的眼睛，失蹤的親人，發瘋的朋友，還有長滿植物的怪物。一時間，騎士城堡裡的每個人都在談論這些詭異可怕的事情……

作為騎士城堡的巡邏隊長，也作為曾參與過流放戰爭的英勇戰士，你已經不能失去更多，無論敵人是誰，你都會盡力守護你的家園。前往消息的源頭：東邊的伐木場展開調查吧！",,,,,,,"赤い目、行方不明の家族、発狂した友人、そして植物がいっぱい生えたモンスター。しばらくの間、騎士の砦の誰もがこの一連の恐ろしいことについて話している……

騎士の砦のパトロール隊長として、そして追放戦争を戦った勇敢な戦士として、あなたもうこれ以上何も失いたくない。敵が誰であろうと、あなたは自分の故郷を守るために全力を尽くすだろう。情報の出所：東の伐採場に向かって調査を開始しましょう！",,,
IntroPopupText4,Text,,"Welcome, Eliya. This is your homeland: the Glacier Snowfield. It's late at night, and you are sleeping soundly beside the warm fireplace, but you are awakened by the approaching shouts.

You rushed out of the door, only to see a large number of element monsters attacking the villagers and houses. While killing the monsters, you cannot help but wonder: Why did these monsters who should be active in the mining area suddenly break into the village?
As the heir of the Frost Mage, you have been maintaining the balance between the Snow Village and the element creatures. Clear these monsters, and head to the Labradorite Mine to find the truth.","欢迎醒来，艾莉亚，这里是你现在的故乡：冰晶雪原。此刻夜已深，正在温暖壁炉旁酣睡的你，却被逐渐靠近的呼喊声惊醒。

你夺门而出，只见大量元素魔物正攻击着村民和房屋。在清理魔物的同时，你不禁在想：这些本应该活动在矿区的家伙为什么会突然闯入村庄？
作为冰霜大法师的继承人，你一直很好的维护着白雪村庄和元素生物的平衡。去吧，清除魔物，并前往拉长石矿区寻找真相。
","歡迎醒來，艾莉亞，這裡是你現在的故鄉：冰晶雪原。此刻夜已深，正在溫暖壁爐旁酣睡的你，卻被逐漸靠近的呼喊聲驚醒。

你奪門而出，只見大量元素魔物正攻擊著村民和房屋。在清理魔物的同時，你不禁在想：這些本應該活動在礦區的傢伙為什麼會突然闖入村莊？
作為冰霜大法師的繼承人，你一直很好的維護著白雪村莊和元素生物的平衡。去吧，清除魔物，並前往拉長石礦區尋找真相。
",,,,,,,"お目覚めの時間よ、アリア。ここが今の君の故郷、氷河雪原だ。深夜、暖炉の暖かさに包まれて熟睡していた君は、徐々に近づいてくる叫び声で目を覚ました。
君はドアを飛び出し、多くの元素魔物が村人と家屋を攻撃しているのを見た。魔物を殲滅している間に、なぜ鉱山で活動しているはずのこいつらが突然村に侵入してきたのかと、君は不思議に思わざるを得なかった。
氷の上級メイジの後継者として、あなたは白雪の村と元素生命体との間のバランスを常に保ってきた。行こう、魔物を一掃して、ラブラドル長石鉱山に行って真実を見つけてください。
",,,
IntroPopupTitle1,Text,,Legend of the Infested,感染者的传说,感染者的傳說,,,,,,,感染者の伝説,,,
IntroPopupTitle4,Text,,Frightened Monsters,受惊的魔物,受驚的魔物,,,,,,,怯えた魔物,,,
InvalidRunPrompt,Text,,"We've updated a new version of Demon, that's why you're unable to continue your previous game. We apologize for this and we assure that we will continue to make this game better. Please try to start a new game!",看起来我们更新了新版本，导致你无法继续之前的游戏。对此我们表示歉意，请放心我们将持续进行改进。请尝试开始新一局的游戏！,看起來我們更新了新版本，導致你無法繼續之前的遊戲。對此我們表示歉意，請放心我們將持續進行改進。請嘗試開始新一局的遊戲！,,,,,,,新バージョンのアップデートを行ったようで、以前のゲームが続けられなくなってしまいました。大変申し訳ございませんが、今後も改善を続けてまいりますので、どうかご安心ください。お手数ですが、新しいゲームを始めてください！,,,
InvalidRunTitle,Text,,Update detected,已检测到更新,已檢測到更新,,,,,,,アップデートが検出されました,,,
IrritantCardDescription,Text,,"Deal 1 damage to all followers on the field. At the end of the turn, these followers recover 1 HP.",对场上所有随从造成1点伤害,對場上所有隨從造成1點傷害,,,,,,,フィールドにいる全ての従者に1ダメージを与える,,,
IrritantCardName,Text,,Stimulant Potion,刺激药剂,刺激藥劑,,,,,,,興奮ポーション,,,
Items,Text,,Item,道具,道具,,,,,,,アイテム,,,
JavelinEnemyCardDescription,Text,,Deal 3 damage to adjacent enemies.,对相邻敌人造成3点伤害,對相鄰敵人造成3點傷害,,,,,,,隣接する敵に3ダメージを与える,,,
JavelinEnemyCardName,Text,,Chain Hammer,链锤,鏈錘,,,,,,,チェーンハンマー,,,
JoinMe,Text,,Join me,加入我吧,加入我吧,,,,,,,私についてきて,,,
Keep All,Text,,Keep all,全部保留,全部保留,,,,,,,全部保持する,,,
Keyword,Text,,Keywords,关键词,關鍵字,,,,,,,キーワード,,,
Keyword(s):,Text,,Keywords:,关键词：,關鍵字：,,,,,,,キーワード：,,,
KeywordDescription,Text,,,,,,,,,,,,,,
KeywordName,Text,,,,,,,,,,,,,,
Keywords,Text,,,,,,,,,,,,,,
KingsLancerEncounter5CardDescription,Text,,"It's him, the figure you detected from the monster's thoughts. He is constantly berating and whipping his men, urging them to gather labradorite.",就是他，你从魔物的思想中侦测到的身影，它正不停的呵斥和鞭打着手下，催促他们采集着拉长石。,就是他，你從魔物的思想中偵測到的身影，它正不停的呵斥和鞭打著手下，催促他們採集著拉長石。,,,,,,,あいつだ！あいつこそあなたが魔物の思想から検知した人物だ。あいつは絶えず彼の手下たちを叱り、鞭打ち、ラブラドル長石を集めるように促している。,,,
